Title,Price,Area,BHK,Bathrooms,Furnished,Balconies,Floor,Ownership,Facing,Amenities,Transaction Type,Property Type,Location,Year of Construction,Is Luxury,Description,Property Image
3BHK Multistorey Apartment for Rent in Moti Nagar,"45,000",911 12800,3,3,Semi-Furnished,1,2,,North,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2017,F,"3 BHK, Multistorey Apartment is available for Rent in Moti Nagar, Mumbai for 45,000",68504529_3_hatsAppImage20230806at09.10.22.jpeg
1BHK Multistorey Apartment for Rent in diamond garden at Chembur,"36,000",700 12800,1,2,Unfurnished,,3,,East,Main Road,Rent,Apartment,Mumbai,2000,F,"1 BHK, Multistorey Apartment is available for Rent in Chembur, Mumbai for 36,000",68572101_6_hatsAppImage20230810at2.20.36PM.jpeg
2BHK Multistorey Apartment for Rent in Neelam Solstice at Ghatkopar East,"55,000",1250 12800,2,2,Semi-Furnished,2,10,,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,1999,F,"2 BHK, Multistorey Apartment is available for Rent in Ghatkopar East, Mumbai for 55,000",67039757_1_1683971350440-244.jpg
"3BHK Multistorey Apartment for Rent in Epsilon at Thakur Village, Kandivali East","75,000",1380 12800,3,3,Semi-Furnished,1,38,,East,Garden/Park,Rent,Apartment,Mumbai,2017,F,"3 BHK, Multistorey Apartment is available for Rent in Thakur Village, Mumbai for 75,000",65642841_2_PropertyImage103-29877387868258.jpg
3BHK Multistorey Apartment for Rent in Runwal Forests at Kanjurmarg West,"78,000",1300 12800,3,2,Semi-Furnished,1,15,,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2010,F,"3 BHK, Multistorey Apartment is available for Rent in Kanjurmarg West, Mumbai for 78,000",65807541_9_87ff393faa84560a97955d7366e747e.jpg
1BHK Multistorey Apartment for Rent in Hiranandani Regent Hill at Hiranandani Gardens,"55,000",379 12800,1,2,Semi-Furnished,,Ground,,North - East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2019,F,"1 BHK, Multistorey Apartment is available for Rent in Hiranandani Gardens, Mumbai for 55,000",2021/06/22/Project-Photo-12-Regent-Hill-Mumbai-5121979_600_800.jpg
2BHK Multistorey Apartment for Rent in Neptune Horizon Point at Bhandup West,"50,000",700 12800,2,2,Furnished,,19,,North - East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2011,F,"2 BHK, Multistorey Apartment is available for Rent in Bhandup West, Mumbai for 50,000",67076801_3_hatsAppImage20230516at12.55.371.jpeg
3BHK Multistorey Apartment for Rent in Deonar Govandi East,1.2 Lac,1944 12800,3,3,Semi-Furnished,,10,,North - East,Garden/Park,Rent,Apartment,Mumbai,2005,F,"3 BHK, Multistorey Apartment is available for Rent in Deonar Govandi East, Mumbai for 1.20 Lac(s)",65917881_11_PropertyImage857-9679813410698.jpg
5BHK Multistorey Apartment for Rent in Wadala West,3.5 Lac,4200 12800,5,5,Semi-Furnished,1,,,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2015,F,"5 BHK, Multistorey Apartment is available for Rent in Wadala West, Mumbai for 3.50 Lac(s)",65526617_1_PropertyImage1685098728024.jpg
"2BHK Multistorey Apartment for Rent in Sheth Vasant Utsav at Thakur Village, Kandivali East","40,000",800 12800,2,2,Unfurnished,,3,,East,Garden/Park,Rent,Apartment,Mumbai,2007,F,"2 BHK, Multistorey Apartment is available for Rent in Thakur Village, Mumbai for 40,000",Project-Photo-14-Vasant-Utsav-Mumbai-5018375_1259_971.JPEG
2BHK Multistorey Apartment for Rent in Runwal Forests at Kanjurmarg West,"38,500",770 12800,2,2,Semi-Furnished,,10,,North,Main Road,Rent,Apartment,Mumbai,2008,F,"2 BHK, Multistorey Apartment is available for Rent in Kanjurmarg West, Mumbai for 38,500",64838155_3_PropertyImage270-7023561467097.jpg
3BHK Multistorey Apartment for Rent in Celestia Spaces at Sewri,1.5 Lac,2303 12800,3,3,Semi-Furnished,,10,,East,"Garden/Park, Pool",Rent,Apartment,Mumbai,1980,F,"3 BHK, Multistorey Apartment is available for Rent in Sewri, Mumbai for 1.45 Lac(s)",61821841_8_1682686014601-151.jpg
4BHK Multistorey Apartment for Rent in Hiranandani Gardens Glen Ridge at Powai,3 Lac,2700 12800,4,5,Unfurnished,2,17,,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2008,F,"4 BHK, Multistorey Apartment is available for Rent in Powai, Mumbai for 3.0 Lac(s)",65113377_12_PropertyImage252-17088349835703.jpg
3BHK Multistorey Apartment for Rent in JVPD Scheme,3.8 Lac,3000 12800,3,3,Furnished,,3,,North,Garden/Park,Rent,Apartment,Mumbai,,F,"3 BHK, Multistorey Apartment is available for Rent in JVPD Scheme, Mumbai for 3.75 Lac(s)",66379353_8_0221121163909.jpg
4BHK Multistorey Apartment for Rent in Lodha Fiorenza at Goregaon East,2.5 Lac,3195 12800,4,6,Semi-Furnished,3,17,,East,Garden/Park,Rent,Apartment,Mumbai,2000,F,"4 BHK, Multistorey Apartment is available for Rent in Goregaon East, Mumbai for 2.50 Lac(s)",22995175_1_Project-Photo-63-Lodha-Fiorenza-Mumbai-5000757_450_1366.jpg
3BHK Multistorey Apartment for Rent in Bandra West,2.5 Lac,1400 12800,3,3,Semi-Furnished,4,9,,,Garden/Park,Rent,Apartment,Mumbai,2010,F,"3 BHK, Multistorey Apartment is available for Rent in Bandra West, Mumbai for 2.50 Lac(s)",67337937_13_PropertyImage235-37255298735028.jpg
"3BHK Multistorey Apartment for Rent in Alpine at Thakur Village, Kandivali East","80,000",1430 12800,3,3,Unfurnished,1,30,,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2016,F,"3 BHK, Multistorey Apartment is available for Rent in Thakur Village, Mumbai for 80,000",2019/03/13/Project-Photo-15-Alpine-Mumbai-5073217_345_1366.jpg
2BHK Multistorey Apartment for Rent in Garden Grove Phase 2 at Chikoowadi Borivali West,"55,000",1350 12800,2,2,Unfurnished,1,,,North,Garden/Park,Rent,Apartment,Mumbai,2000,F,"2 BHK, Multistorey Apartment is available for Rent in Chikoowadi Borivali West, Mumbai for 55,000",Project-Photo-23-Garden-Grove-Phase-2-Mumbai-5076692_1296_728.JPEG
3BHK Multistorey Apartment for Rent in Lodha Aqua at Mahajan Wadi,"42,000",1395 12800,3,2,Unfurnished,1,9,,North - East,Main Road,Rent,Apartment,Mumbai,,F,"3 BHK, Multistorey Apartment is available for Rent in Mahajan Wadi, Mumbai for 42,000",68570601_1_MG20230225181346989.jpg
3BHK Multistorey Apartment for Rent in Omkar Alta Monte at Malad East,"99,000",1833 12800,3,4,Unfurnished,4,15,,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2003,F,"3 BHK, Multistorey Apartment is available for Rent in Malad East, Mumbai for 99,000",67645897_17_mkarAltaMonteotherimage2.jpeg
"2BHK Multistorey Apartment for Rent in Oberoi Park View at Thakur Village, Kandivali East","65,000",1080 12800,2,2,Semi-Furnished,2,6,,West,Pool,Rent,Apartment,Mumbai,2001,F,"2 BHK, Multistorey Apartment is available for Rent in Thakur Village, Mumbai for 65,000",67566355_1_beroirealtyparkviewkandivalieastmumbaipricelistlocationmapfloorlayoutsiteplanreview21024.jpg
3BHK Multistorey Apartment for Rent in Oberoi Exquisite II at Goregaon East,1.6 Lac,1690 12800,3,3,Semi-Furnished,2,23,,North - East,Garden/Park,Rent,Apartment,Mumbai,2006,F,"3 BHK, Multistorey Apartment is available for Rent in Goregaon East, Mumbai for 1.55 Lac(s)",67700521_11_xquisiteHall2.jpg
2BHK Multistorey Apartment for Rent in Srishti Harmony at Chandivali,"60,000",950 12800,2,2,Semi-Furnished,1,13,,North,Main Road,Rent,Apartment,Mumbai,2001,F,"2 BHK, Multistorey Apartment is available for Rent in Chandivali, Mumbai for 60,000",65280323_8_hatsAppImage20200802at7.23.24PM3.jpeg
3BHK Multistorey Apartment for Rent in Runwal Greens at Mulund West,"62,000",1475 12800,3,3,Unfurnished,1,9,,North,Main Road,Rent,Apartment,Mumbai,2008,F,"3 BHK, Multistorey Apartment is available for Rent in Mulund West, Mumbai for 62,000",46027867_2_PropertyImage483-2430061947943.jpg
2BHK Multistorey Apartment for Rent in Pranjee Palm Court at Chembur East,"65,000",1100 12800,2,2,Furnished,,7,,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,1985,F,"2 BHK, Multistorey Apartment is available for Rent in Chembur East, Mumbai for 65,000",67762441_8_edroom10.jpeg
3BHK Multistorey Apartment for Rent in L&T Crescent Bay at Parel,1.6 Lac,None ,3,3,Semi-Furnished,4,15,Co-operative Society,East,Garden/Park,Rent,Apartment,Mumbai,2009,F,"3 BHK, Multistorey Apartment is available for Rent in Parel, Mumbai for 1.55 Lac(s)",66716409_9_PropertyImage63-66643025260566.jpg
2BHK Multistorey Apartment for Rent in Lodha Allura at Worli,1.8 Lac,1150 12800,2,2,Semi-Furnished,,65,,,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,1997,F,"2 BHK, Multistorey Apartment is available for Rent in Worli, Mumbai for 1.80 Lac(s)",66047285_9_odhaAlluraBedroom1.jpg
3BHK Multistorey Apartment for Rent in Lodha Fiorenza at Aarey Colony,1.3 Lac,2205 12800,3,3,Semi-Furnished,2,2,,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2009,F,"3 BHK, Multistorey Apartment is available for Rent in Aarey Colony, Mumbai for 1.30 Lac(s)",66767803_1_PropertyImage402-27302992391066.jpg
3BHK Multistorey Apartment for Rent in Enpar Lotus 101 Worli Residences at Worli,2.9 Lac,2450 12800,3,4,Semi-Furnished,3,6,Freehold,West,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2013,F,"3 BHK, Multistorey Apartment is available for Rent in Worli, Mumbai for 2.90 Lac(s)",61148681_7_1652876112419-369.jpg
4BHK Multistorey Apartment for Rent in Union Park Chembur,1.4 Lac,1850 12800,4,4,Unfurnished,,5,,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010,F,"4 BHK, Multistorey Apartment is available for Rent in Union Park Chembur, Mumbai for 1.40 Lac(s)",58505243_8_PropertyImage840-7560980867777.jpg
3BHK Multistorey Apartment for Rent in Jay Prakash Nagar Goregaon East,"65,000",1000 12800,3,3,Unfurnished,,9,,West,Main Road,Rent,Apartment,Mumbai,2000,F,"3 BHK, Multistorey Apartment is available for Rent in Jay Prakash Nagar Goregaon East, Mumbai for 65,000",67372779_1_PropertyImage486-18272680345945.jpg
2BHK Multistorey Apartment for Rent in Mindspace,"75,000",1105 12800,2,2,Unfurnished,3,26,,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2012,F,"2 BHK, Multistorey Apartment is available for Rent in Mindspace, Mumbai for 75,000",60420875_2_PropertyImage444-49015868629783.jpg
3BHK Multistorey Apartment for Rent in Lodha The Park at Worli,2.4 Lac,2016 12800,3,3,Semi-Furnished,,45,,West,Main Road,Rent,Apartment,Mumbai,2019,F,"3 BHK, Multistorey Apartment is available for Rent in Worli, Mumbai for 2.35 Lac(s)",66989215_9_1683789383983-016.jpg
4BHK Multistorey Apartment for Rent in The Imperial Edge at Tardeo,12 Lac,4500 12800,4,5,Semi-Furnished,5,45,,North - East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2005,F,"4 BHK, Multistorey Apartment is available for Rent in Tardeo, Mumbai for 12.0 Lac(s)",66106335_9_hatsAppImage20230317at4.27.48PM.jpeg
2BHK Multistorey Apartment for Rent in Runwal Bliss at Kanjur Village,"55,000",1000 12800,2,2,Semi-Furnished,,34,,North - East,Main Road,Rent,Apartment,Mumbai,2010,F,"2 BHK, Multistorey Apartment is available for Rent in Kanjur Village, Mumbai for 55,000",2022/09/16/Project-Photo-92-Runwal-Bliss-Mumbai-5073404_600_800.jpg
3BHK Multistorey Apartment for Rent in Lodha Fiorenza at Goregaon East,1.1 Lac,1650 12800,3,3,Semi-Furnished,3,10,,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2019,F,"3 BHK, Multistorey Apartment is available for Rent in Goregaon East, Mumbai for 1.10 Lac(s)",64526899_3_PropertyImage268-9715738481111.jpg
3BHK Multistorey Apartment for Rent in Vishwadeep Heights at Mahavir Nagar Kandivali West,"50,000",1088 12800,3,2,Unfurnished,,11,,North - East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,1991,F,"3 BHK, Multistorey Apartment is available for Rent in Mahavir Nagar Kandivali West, Mumbai for 50,000",Project-Photo-10-Vishwadeep-Heights-Mumbai-5025832_1280_960.JPEG
3BHK Multistorey Apartment for Rent in Mulund East,"60,000",900 12800,3,3,Semi-Furnished,,4,,East,Main Road,Rent,Apartment,Mumbai,2015,F,"3 BHK, Multistorey Apartment is available for Rent in Mulund East, Mumbai for 60,000",66018269_10_PropertyImage726-6089755677366.jpg
3BHK Multistorey Apartment for Rent in Oberoi Eternia And Enigma at Mulund West,"80,000",1150 12800,3,3,Unfurnished,1,15,,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2014,F,"3 BHK, Multistorey Apartment is available for Rent in Mulund West, Mumbai for 80,000",66929293_13_rojectPhoto24OberoiEterniaMumbai5073973500800.jpg
3BHK Multistorey Apartment for Rent in I C Colony at Borivali West,"55,000",1200 12800,3,3,Unfurnished,,5,Co-operative Society,North - East,Main Road,Rent,Apartment,Mumbai,2007,F,"3 BHK, Multistorey Apartment is available for Rent in Borivali West, Mumbai for 55,000",64704957_8_PropertyImage412-1097373193949.jpg
4BHK Multistorey Apartment for Rent in diamond garden at Chembur,1.3 Lac,2850 12800,4,4,Semi-Furnished,3,2,,East,Main Road,Rent,Apartment,Mumbai,1996,F,"4 BHK, Multistorey Apartment is available for Rent in Chembur, Mumbai for 1.30 Lac(s)",2020/08/07/Project-Photo-3-diamond-garden-Mumbai-5086204_750_1000.jpg
1BHK Multistorey Apartment for Rent in Priyamvada CHS at Ashok Nagar Mulund West,"24,500",550 12800,1,2,Semi-Furnished,,3,,East,Garden/Park,Rent,Apartment,Mumbai,1993,F,"1 BHK, Multistorey Apartment is available for Rent in Ashok Nagar Mulund West, Mumbai for 24,500",65237233_2_PropertyImage199-38500783419767.jpg
1BHK Multistorey Apartment for Rent in Thakur Complex,"29,000",585 12800,1,2,Unfurnished,,6,,North - East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2005,F,"1 BHK, Multistorey Apartment is available for Rent in Thakur Complex, Mumbai for 29,000",55438995_4_PropertyImage993-8441591671052.jpg
2BHK Multistorey Apartment for Rent in Runwal Chestnut at Mulund West,"49,500",1150 12800,2,2,Semi-Furnished,3,12,,North - East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2000,F,"2 BHK, Multistorey Apartment is available for Rent in Mulund West, Mumbai for 49,500",63479807_4_MG20210109WA0070.jpg
2BHK Multistorey Apartment for Rent in Vasant Oscar at Mulund West,"42,000",1000 12800,2,2,Unfurnished,1,,,North - East,Garden/Park,Rent,Apartment,Mumbai,1997,F,"2 BHK, Multistorey Apartment is available for Rent in Mulund West, Mumbai for 42,000",56293737_6_edroom-1.jpg
2BHK Multistorey Apartment for Rent in Mindspace,"66,000",1150 12800,2,2,Unfurnished,3,8,,West,Garden/Park,Rent,Apartment,Mumbai,2009,F,"2 BHK, Multistorey Apartment is available for Rent in Mindspace, Mumbai for 66,000",66279559_9_PropertyImage612-5730783124869.jpg
2BHK Multistorey Apartment for Rent in Mulund East,"42,000",890 12800,2,2,Semi-Furnished,,5,,North,Main Road,Rent,Apartment,Mumbai,1992,F,"2 BHK, Multistorey Apartment is available for Rent in Mulund East, Mumbai for 42,000",68649713_14_hatsAppImage20230727at1.17.53PM1.jpeg
1BHK Multistorey Apartment for Rent in Tower 28 at Upper Govind Nagar,"33,000",670 12800,1,2,Unfurnished,,4,,East,Garden/Park,Rent,Apartment,Mumbai,2010,F,"1 BHK, Multistorey Apartment is available for Rent in Upper Govind Nagar, Mumbai for 33,000",68392085_1_0cc8cdb441341dba6d4ff06986b99341.jpg
3BHK Multistorey Apartment for Rent in Evershine Green at Oshiwara,2 Lac,1450 12800,3,3,Furnished,1,12,,West,Main Road,Rent,Apartment,Mumbai,1985,F,"3 BHK, Multistorey Apartment is available for Rent in Oshiwara, Mumbai for 1.99 Lac(s)",Project-Photo-2-Evershine-Green-Mumbai-5022391_480_1366.jpg
1BHK Multistorey Apartment for Rent in I C Colony at Borivali West,"28,000",550 12800,1,2,Semi-Furnished,,8,Freehold,East,Main Road,Rent,Apartment,Mumbai,2010,F,"1 BHK, Multistorey Apartment is available for Rent in Borivali West, Mumbai for 28,000",68120407_4_PropertyImage315-12240869611287.jpg
1BHK Multistorey Apartment for Rent in Poddar Spraha Diamond at Chembur,"42,000",438 12800,1,2,Semi-Furnished,,,Leasehold,East,Main Road,Rent,Apartment,Mumbai,2009,F,"1 BHK, Multistorey Apartment is available for Rent in Chembur, Mumbai for 42,000",2018/09/13/Project-Photo-7-Poddar-Spraha-Diamond-Mumbai-5106005_618_800.jpg
2BHK Multistorey Apartment for Rent in Hiranandani Gardens,1.1 Lac,1270 12800,2,2,Furnished,1,24,,West,Main Road,Rent,Apartment,Mumbai,2008,F,"2 BHK, Multistorey Apartment is available for Rent in Hiranandani Gardens, Mumbai for 1.10 Lac(s)",68220775_10_hatsAppImage20230718at12.11.521.jpeg
2BHK Multistorey Apartment for Rent in Vijay Nagar Andheri East,"75,000",1237 12800,2,2,Unfurnished,1,7,,,"Garden/Park, Main Road",Rent,Apartment,Mumbai,1993,F,"2 BHK, Multistorey Apartment is available for Rent in Vijay Nagar Andheri East, Mumbai for 75,000",68514593_6_PropertyImage500-71523928065477.jpg
4BHK Multistorey Apartment for Rent in Platinum Residential Tower at Juhu,4.5 Lac,4500 12800,4,4,Furnished,,2,Leasehold,North,"Pool, Garden/Park, Main Road",Rent,Apartment,Mumbai,2008,F,"4 BHK, Multistorey Apartment is available for Rent in Juhu, Mumbai for 4.50 Lac(s)",65253589_5_PropertyImage810-7325925198517.jpg
2BHK Multistorey Apartment for Rent in White City at Kandivali East,"47,800",1359 12800,2,2,Unfurnished,1,12,,West,"Main Road, Garden/Park, Pool",Rent,Apartment,Mumbai,,F,"2 BHK, Multistorey Apartment is available for Rent in Kandivali East, Mumbai for 47,800",64848817_1_1672220444358-8118.jpg
3BHK Multistorey Apartment for Rent in Omkar Alta Monte at Western Express Highway,1.3 Lac,2520 12800,3,3,Semi-Furnished,4,25,,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2000,F,"3 BHK, Multistorey Apartment is available for Rent in Western Express Highway, Mumbai for 1.25 Lac(s)",68311265_1_ecec5e30bd0494eb21c4c3b38b120fe.jpg
4BHK Multistorey Apartment for Rent in Auris Serenity at Malad West,1.5 Lac,2525 12800,4,6,Unfurnished,2,,,West,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2004,F,"4 BHK, Multistorey Apartment is available for Rent in Malad West, Mumbai for 1.50 Lac(s)",67551105_7_1686906731073-4639.jpg
2BHK Multistorey Apartment for Rent in Kanakia Silicon Valley at Powai,"72,000",666 12800,2,2,Unfurnished,,11,,East,"Main Road, Garden/Park",Rent,Apartment,Mumbai,2015,F,"2 BHK, Multistorey Apartment is available for Rent in Powai, Mumbai for 72,000",67902581_10_1691996470347-719.jpg
4BHK Multistorey Apartment for Rent in Lodha World View at Worli,4.9 Lac,3399 12800,4,5,Semi-Furnished,1,37,,West,Garden/Park,Rent,Apartment,Mumbai,2007,F,"4 BHK, Multistorey Apartment is available for Rent in Worli, Mumbai for 4.90 Lac(s)",Project-Photo-1-Lodha-World-View-Mumbai-5107445_480_1366.jpg
4BHK Multistorey Apartment for Rent in Goregaon West,1.9 Lac,2200 12800,4,3,Unfurnished,4,11,,West,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2001,F,"4 BHK, Multistorey Apartment is available for Rent in Goregaon West, Mumbai for 1.85 Lac(s)",68095385_1_475h356.jpg
2BHK Multistorey Apartment for Rent in Dattapada,"40,000",850 12800,2,2,Unfurnished,,7,,East,Garden/Park,Rent,Apartment,Mumbai,1989,F,"2 BHK, Multistorey Apartment is available for Rent in Dattapada, Mumbai for 40,000",67250647_4_PropertyImage862-6426758816875.jpg
2BHK Multistorey Apartment for Rent in Kaustubh Sun Moon CHS Ltd Bldg. 12 at Rajendra Nagar,"40,000",1200 12800,2,2,Unfurnished,,15,,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2000,F,"2 BHK, Multistorey Apartment is available for Rent in Rajendra Nagar, Mumbai for 40,000",65086365_4_PropertyImage793-3988321741919.jpg
3BHK Multistorey Apartment for Rent in Hiranandani Gardens Torino at Hiranandani Gardens,1.5 Lac,1840 12800,3,3,Semi-Furnished,1,33,,East,Garden/Park,Rent,Apartment,Mumbai,2009,F,"3 BHK, Multistorey Apartment is available for Rent in Hiranandani Gardens, Mumbai for 1.50 Lac(s)",67605457_5_hatsAppImage20230410at11.25.56AM1.jpeg
1BHK Multistorey Apartment for Rent in Blue Empire Complex at Kandivali West,"30,000",575 12800,1,2,Unfurnished,1,7,Freehold,East,Main Road,Rent,Apartment,Mumbai,2010,F,"1 BHK, Multistorey Apartment is available for Rent in Kandivali West, Mumbai for 30,000",Project-Photo-5-Blue-Empire-Complex-Mumbai-5001153_960_1280.JPEG
2BHK Multistorey Apartment for Rent in Mit Niketan at Kandivali East,"43,000",950 12800,2,2,Unfurnished,1,7,Co-operative Society,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,1995,F,"2 BHK, Multistorey Apartment is available for Rent in Kandivali East, Mumbai for 43,000",67351479_7_PropertyImage920-8051764422811.jpg
2BHK Multistorey Apartment for Rent in Hiranandani Gardens,1.2 Lac,1250 12800,2,2,Semi-Furnished,,15,,North - East,Garden/Park,Rent,Apartment,Mumbai,2015,F,"2 BHK, Multistorey Apartment is available for Rent in Hiranandani Gardens, Mumbai for 1.15 Lac(s)",66812445_4_PropertyImage957-1273686714279.jpg
